Date,close
2020-10-31,22977.130859375
2020-11-30,26433.619140625
2020-12-31,27444.169921875
2021-01-31,27663.390625
2021-02-28,28966.009765625
2021-03-31,29178.80078125
2021-04-30,28812.630859375
2021-05-31,28860.080078125
2021-06-30,28791.529296875
2021-07-31,27283.58984375
2021-08-31,28089.5390625
2021-09-30,29452.66015625
2021-10-31,28892.689453125
2021-11-30,27821.759765625
2021-12-31,28791.7109375
2022-01-31,27001.98046875
2022-02-28,26526.8203125
2022-03-31,27821.4296875
2022-04-30,26847.900390625
2022-05-31,27279.80078125
2022-06-30,26393.0390625
2022-07-31,27801.640625
2022-08-31,28091.529296875
2022-09-30,25937.2109375
2022-10-31,27587.4609375
2022-11-30,27968.990234375
2022-12-31,26094.5
2023-01-31,27327.109375
2023-02-28,27445.560546875
2023-03-31,28041.48046875
2023-04-30,28856.439453125
2023-05-31,30887.880859375
2023-06-30,33189.0390625
2023-07-31,33172.21875
2023-08-31,32619.33984375
2023-09-30,31857.619140625
2023-10-31,30858.849609375
2023-11-30,33486.890625
2023-12-31,33464.171875
2024-01-31,36286.7109375
2024-02-29,39166.19140625
2024-03-31,40369.44140625
2024-04-30,38405.66015625
2024-05-31,38487.8984375
2024-06-30,39583.078125
2024-07-31,39101.8203125
2024-08-31,38647.75
2024-09-30,37919.55078125
2024-10-31,39081.25
2024-11-30,38208.03125
2024-12-31,39894.5390625
2025-01-31,39572.48828125
2025-02-28,37155.5
2025-03-31,35617.55859375
2025-04-30,36045.37890625
2025-05-31,37965.1015625
2025-06-30,40487.390625
2025-07-31,41069.8203125
2025-08-31,42718.46875
2025-09-30,44932.62890625
2025-10-31,52411.33984375
2025-11-30,50253.91015625
2025-12-31,50339.48046875
2026-01-31,53322.8515625
2026-02-28,58850.26953125
2026-03-31,51063.71875
2026-04-30,59284.921875
2026-05-31,59513.12109375
